,Epoch Number,Image 1 Train Loss,Image 2 Train Loss,Embedding Train Loss,Total Train Loss,Time Elapsed Train,Epoch Number,Image 1 Test Loss,Image 2 Test Loss,Embedding Test Loss,Total Test Loss,Time Elapsed Test
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.04463530970471246,0.044569422737980376,0.184336837267085,0.08920761243421205,110.35761642456055,1.0,0.03565089162439108,0.03537110798060894,0.10836665444076062,0.07102369219064712,21.656150102615356
2,2.0,0.03374449665449104,0.03374294541320022,0.10896042369458141,0.06748914422125232,110.54791045188904,0.0,0.0,0.0,0.0,0.0,0.0
3,3.0,0.03272115365050885,0.032698004202423046,0.09888886987250678,0.06542070308814243,109.68397831916809,0.0,0.0,0.0,0.0,0.0,0.0
4,4.0,0.031852882716576665,0.03179484681815517,0.09474898182920047,0.06364921024259255,109.14667582511902,0.0,0.0,0.0,0.0,0.0,0.0
5,5.0,0.03147066572719082,0.03151153807281232,0.08838294096747223,0.06298358495138129,110.51178741455078,0.0,0.0,0.0,0.0,0.0,0.0
6,6.0,0.031153242426867386,0.031178826523222486,0.08698068064998607,0.062333428091844736,108.00649929046631,0.0,0.0,0.0,0.0,0.0,0.0
7,7.0,0.030914059783122977,0.030938319120632142,0.0834431099344273,0.06185368254628717,108.75350618362427,0.0,0.0,0.0,0.0,0.0,0.0
8,8.0,0.030641799450528865,0.030635622444049437,0.07903010344931058,0.06127865707539782,108.58898520469666,0.0,0.0,0.0,0.0,0.0,0.0
9,9.0,0.030525564045018078,0.030526210896062608,0.07467783386914098,0.06105294196429301,110.65925121307373,0.0,0.0,0.0,0.0,0.0,0.0
10,10.0,0.030337097370350848,0.030355953744479587,0.07247835283680838,0.060694183279969255,111.29375696182251,10.0,0.030927657894790173,0.030966704431921243,0.07217874601483346,0.061895490437746045,22.314494609832764
11,11.0,0.030228362589770436,0.03028636868586954,0.07143611141613551,0.060515847703327935,108.47063994407654,0.0,0.0,0.0,0.0,0.0,0.0
12,12.0,0.030246253334441964,0.03027390281916881,0.07252466671016751,0.060521289820269664,108.69862270355225,0.0,0.0,0.0,0.0,0.0,0.0
13,13.0,0.030122945693378547,0.030184585544071635,0.07224285138808952,0.060308659829351366,108.82631063461304,0.0,0.0,0.0,0.0,0.0,0.0
14,14.0,0.030005258983191178,0.030049598946863293,0.06863396622392597,0.06005593043352876,110.38240814208984,0.0,0.0,0.0,0.0,0.0,0.0
15,15.0,0.029820224631349652,0.029830139073334178,0.06724431776270574,0.05965141469270599,108.90452337265015,0.0,0.0,0.0,0.0,0.0,0.0
16,16.0,0.029896221940918843,0.029995082174332773,0.06778674884414186,0.05989236308603871,109.3470106124878,0.0,0.0,0.0,0.0,0.0,0.0
17,17.0,0.02982093515444775,0.029850909144294505,0.0673596446535417,0.0596728967692779,109.55993103981018,0.0,0.0,0.0,0.0,0.0,0.0
18,18.0,0.029710304429184417,0.029740726442209313,0.0680524115735779,0.05945209387157645,110.18100953102112,0.0,0.0,0.0,0.0,0.0,0.0
19,19.0,0.029658879096410712,0.029751466815264856,0.0668662889879577,0.05941139058951212,106.33443307876587,0.0,0.0,0.0,0.0,0.0,0.0
20,20.0,0.029613101683861137,0.029673255219751477,0.06722682231695068,0.05928740715037803,103.21245765686035,20.0,0.030065920017659665,0.03025205610319972,0.07034638300538062,0.0603190753608942,20.876741647720337
