,Epoch Number,Train Error,Train Loss,Time Elapsed Train,Epoch Number,Test Error,Test Loss,Time Elapsed Test
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.6394200325012207,1.9986626651822303,0.9234030246734619,1.0,0.5436999797821045,1.5607935726642608,0.29758119583129883
2,2.0,0.523300051689148,1.5066645692805856,0.9509682655334473,2.0,0.4927999973297119,1.4354729115962983,0.283801794052124
3,3.0,0.48956000804901123,1.41857197941566,0.9382669925689697,3.0,0.4699000120162964,1.3707998812198638,0.2967720031738281
4,4.0,0.4689199924468994,1.3591944806429805,0.9353420734405518,4.0,0.45090001821517944,1.3290050148963928,0.2903740406036377
5,5.0,0.45340001583099365,1.3124987896607847,0.902289867401123,5.0,0.44120001792907715,1.2954998254776,0.29704856872558594
6,6.0,0.43880003690719604,1.2741188930005443,0.9305593967437744,6.0,0.43090003728866577,1.2676685273647308,0.29712486267089844
7,7.0,0.42584002017974854,1.2414341167527803,0.9427669048309326,7.0,0.42339998483657837,1.2445500910282135,0.2957794666290283
8,8.0,0.4146000146865845,1.2133424209088695,0.9553132057189941,8.0,0.41690003871917725,1.2251929461956024,0.29787588119506836
9,9.0,0.4054400324821472,1.1888401137322795,0.9234819412231445,9.0,0.4108999967575073,1.2087192356586456,0.2923731803894043
10,10.0,0.39792001247406006,1.1671486448268502,0.9452967643737793,10.0,0.40700000524520874,1.1945476770401,0.2989203929901123
11,11.0,0.3910199999809265,1.1476691255764084,0.906219482421875,11.0,0.4035000205039978,1.1821925222873688,0.3033785820007324
12,12.0,0.3849000334739685,1.1300682109229419,0.9179654121398926,12.0,0.4011000394821167,1.171599131822586,0.2955904006958008
13,13.0,0.3782399892807007,1.114027813989289,0.920435905456543,13.0,0.39910000562667847,1.1625512659549713,0.2999119758605957
14,14.0,0.3728399872779846,1.0992730241649005,0.942629337310791,14.0,0.3944000005722046,1.15480837225914,0.29296278953552246
15,15.0,0.36786001920700073,1.0855510526773882,0.9247751235961914,15.0,0.3912000060081482,1.1480969786643982,0.3015561103820801
16,16.0,0.3637000322341919,1.0726858413949305,0.9177107810974121,16.0,0.38929998874664307,1.1419292390346527,0.2973296642303467
17,17.0,0.3584800362586975,1.0604698439033664,0.9336254596710205,17.0,0.38830000162124634,1.1361562788486481,0.2952871322631836
