,Epoch Number,Image 1 Train Loss,Image 2 Train Loss,Embedding Train Loss,Total Train Loss,Time Elapsed Train,Epoch Number,Image 1 Test Loss,Image 2 Test Loss,Embedding Test Loss,Total Test Loss,Time Elapsed Test
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.05779070467973242,0.0,0.0,0.05779070467973242,46.408504009246826,1.0,0.05088328532874584,0.0,0.0,0.05088328532874584,9.6190345287323
2,2.0,0.05017600964982899,0.0,0.0,0.05017600964982899,45.438843965530396,2.0,0.05051374491304159,0.0,0.0,0.05051374491304159,9.252602577209473
3,3.0,0.04995550948898403,0.0,0.0,0.04995550948898403,45.63515830039978,3.0,0.05058370344340801,0.0,0.0,0.05058370344340801,9.225605249404907
4,4.0,0.049694343679109396,0.0,0.0,0.049694343679109396,45.94575381278992,4.0,0.05016973819583655,0.0,0.0,0.05016973819583655,9.20753788948059
5,5.0,0.049673283624709866,0.0,0.0,0.049673283624709866,45.959168434143066,5.0,0.05041775573045015,0.0,0.0,0.05041775573045015,9.242048263549805
6,6.0,0.04954188567947368,0.0,0.0,0.04954188567947368,45.6721465587616,6.0,0.05012984536588192,0.0,0.0,0.05012984536588192,9.206027746200562
7,7.0,0.049495025062743496,0.0,0.0,0.049495025062743496,45.98003959655762,7.0,0.050389829091727734,0.0,0.0,0.050389829091727734,9.213703632354736
8,8.0,0.04950493745201705,0.0,0.0,0.04950493745201705,45.52528786659241,8.0,0.05000786669552326,0.0,0.0,0.05000786669552326,9.230400323867798
9,9.0,0.04944131166046979,0.0,0.0,0.04944131166046979,45.87025690078735,9.0,0.05005821846425533,0.0,0.0,0.05005821846425533,9.192818403244019
10,10.0,0.04925854264625481,0.0,0.0,0.04925854264625481,45.496461629867554,10.0,0.04989243298768997,0.0,0.0,0.04989243298768997,9.269482612609863
11,11.0,0.04929764017614783,0.0,0.0,0.04929764017614783,45.84344935417175,11.0,0.04980625919997692,0.0,0.0,0.04980625919997692,9.194956541061401
12,12.0,0.049105338524190745,0.0,0.0,0.049105338524190745,45.56883096694946,12.0,0.04991576578468084,0.0,0.0,0.04991576578468084,9.279498100280762
13,13.0,0.049149206478376777,0.0,0.0,0.049149206478376777,45.96620035171509,13.0,0.04973436295986176,0.0,0.0,0.04973436295986176,9.205429077148438
14,14.0,0.04906947614282978,0.0,0.0,0.04906947614282978,45.80250954627991,14.0,0.04962610695511103,0.0,0.0,0.04962610695511103,9.23731780052185
15,15.0,0.04905787619705103,0.0,0.0,0.04905787619705103,45.54328107833862,15.0,0.049643065221607684,0.0,0.0,0.049643065221607684,9.238126993179321
16,16.0,0.0492180415562221,0.0,0.0,0.0492180415562221,45.90892148017883,16.0,0.04995117858052254,0.0,0.0,0.04995117858052254,9.204516410827637
17,17.0,0.04902957912002291,0.0,0.0,0.04902957912002291,45.94385075569153,17.0,0.04969249702990055,0.0,0.0,0.04969249702990055,9.219249248504639
18,18.0,0.04896163841595455,0.0,0.0,0.04896163841595455,45.861961126327515,18.0,0.049609620869159696,0.0,0.0,0.049609620869159696,9.224512815475464
19,19.0,0.04900312758221918,0.0,0.0,0.04900312758221918,45.857810258865356,19.0,0.04954680670052767,0.0,0.0,0.04954680670052767,9.192668199539185
20,20.0,0.04896006531709311,0.0,0.0,0.04896006531709311,46.25830030441284,20.0,0.04946940783411265,0.0,0.0,0.04946940783411265,9.63658595085144
21,21.0,0.049017351728921035,0.0,0.0,0.049017351728921035,45.903209924697876,21.0,0.049723299033939836,0.0,0.0,0.049723299033939836,9.239398717880249
22,22.0,0.04901877881921068,0.0,0.0,0.04901877881921068,45.76949095726013,22.0,0.04978289604187012,0.0,0.0,0.04978289604187012,9.254874467849731
23,23.0,0.048927299640312484,0.0,0.0,0.048927299640312484,45.65460562705994,23.0,0.04940594118088484,0.0,0.0,0.04940594118088484,9.222746133804321
24,24.0,0.048925925958521514,0.0,0.0,0.048925925958521514,45.97245645523071,24.0,0.049603772535920146,0.0,0.0,0.049603772535920146,9.262831926345825
25,25.0,0.04893491941751266,0.0,0.0,0.04893491941751266,45.955339670181274,25.0,0.04977736454457045,0.0,0.0,0.04977736454457045,9.230641603469849
26,26.0,0.048921085323910325,0.0,0.0,0.048921085323910325,45.567896604537964,26.0,0.04941128995269537,0.0,0.0,0.04941128995269537,9.221501350402832
27,27.0,0.04889396931595948,0.0,0.0,0.04889396931595948,45.58404040336609,27.0,0.04933969955891371,0.0,0.0,0.04933969955891371,9.202432870864868
28,28.0,0.048876032879462045,0.0,0.0,0.048876032879462045,45.925533294677734,28.0,0.04933960735797882,0.0,0.0,0.04933960735797882,9.215836524963379
29,29.0,0.04890036103980882,0.0,0.0,0.04890036103980882,45.87416458129883,29.0,0.049250402860343455,0.0,0.0,0.049250402860343455,9.331034660339355
30,30.0,0.048894068758402555,0.0,0.0,0.048894068758402555,45.90762186050415,30.0,0.04937905482947826,0.0,0.0,0.04937905482947826,9.216629981994629
31,31.0,0.04881809872328019,0.0,0.0,0.04881809872328019,45.931432485580444,31.0,0.04937385749071836,0.0,0.0,0.04937385749071836,9.237581253051758
32,32.0,0.04878987714040036,0.0,0.0,0.04878987714040036,45.90433096885681,32.0,0.04943380430340767,0.0,0.0,0.04943380430340767,9.215200901031494
33,33.0,0.048855289892882715,0.0,0.0,0.048855289892882715,45.997562885284424,33.0,0.04955793153494596,0.0,0.0,0.04955793153494596,9.243952512741089
34,34.0,0.04884380972659101,0.0,0.0,0.04884380972659101,45.590853691101074,34.0,0.04933433085680008,0.0,0.0,0.04933433085680008,9.242738485336304
35,35.0,0.04886309844346679,0.0,0.0,0.04886309844346679,45.91572880744934,35.0,0.049288864247500896,0.0,0.0,0.049288864247500896,9.222962856292725
36,36.0,0.04873986899548648,0.0,0.0,0.04873986899548648,45.75887084007263,36.0,0.04928518850356341,0.0,0.0,0.04928518850356341,9.228702545166016
37,37.0,0.0487974939145604,0.0,0.0,0.0487974939145604,45.9336142539978,37.0,0.04952931609004736,0.0,0.0,0.04952931609004736,9.215415716171265
38,38.0,0.04884181479562302,0.0,0.0,0.04884181479562302,45.876049518585205,38.0,0.04953125044703484,0.0,0.0,0.04953125044703484,9.28171181678772
39,39.0,0.048791449707077474,0.0,0.0,0.048791449707077474,45.75488233566284,39.0,0.04935005586594343,0.0,0.0,0.04935005586594343,9.225547075271606
40,40.0,0.04868417122990501,0.0,0.0,0.04868417122990501,46.2630934715271,40.0,0.049545761197805405,0.0,0.0,0.049545761197805405,9.605974197387695
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.05834740719624928,0.0,0.0,0.05834740719624928,46.492493867874146,1.0,0.05080554932355881,0.0,0.0,0.05080554932355881,9.629315376281738
2,2.0,0.048789854028395245,0.0,0.0,0.048789854028395245,46.237067461013794,2.0,0.048534642346203326,0.0,0.0,0.048534642346203326,9.28325366973877
