,Epoch Number,Train Error,Train Loss,Time Elapsed Train,Epoch Number,Test Error,Test Loss,Time Elapsed Test
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.36118000745773315,1.0681451784104716,1.18532133102417,1.0,0.31290000677108765,0.918326523900032,0.3516266345977783
2,2.0,0.25620001554489136,0.7687537554575472,1.1891262531280518,2.0,0.298799991607666,0.8784010469913482,0.3405587673187256
3,3.0,0.21667999029159546,0.6603972917916824,1.1793544292449951,3.0,0.2979000210762024,0.8711421817541123,0.33897876739501953
4,4.0,0.1883000135421753,0.5885110357586218,1.160672664642334,4.0,0.29420000314712524,0.8785063564777374,0.354750394821167
5,5.0,0.16958004236221313,0.5359402417528386,1.185079574584961,5.0,0.29370003938674927,0.8973609805107117,0.3711812496185303
6,6.0,0.15641999244689941,0.4961075475629495,1.1877562999725342,6.0,0.29750001430511475,0.9160890251398086,0.3607661724090576
7,7.0,0.14618003368377686,0.466369023432537,1.1747193336486816,7.0,0.29360002279281616,0.9130090653896332,0.35113525390625
8,8.0,0.1395200490951538,0.4439530512508081,1.1665904521942139,8.0,0.2985000014305115,0.9382548630237579,0.3529195785522461
9,9.0,0.13068002462387085,0.41732153053186377,1.178898811340332,9.0,0.3003000020980835,0.9599103897809982,0.32974982261657715
10,10.0,0.11912000179290771,0.3886065626022767,1.140082597732544,10.0,0.30239999294281006,0.9840787023305893,0.3457174301147461
11,11.0,0.11086004972457886,0.36715008835403284,1.1811573505401611,11.0,0.30970001220703125,1.0109672397375107,0.33149242401123047
12,12.0,0.10478001832962036,0.3502520198116497,1.14505934715271,12.0,0.31470000743865967,1.0341261953115464,0.32876110076904297
13,13.0,0.1009400486946106,0.33794114693086974,1.119230031967163,13.0,0.31550002098083496,1.054650741815567,0.3437666893005371
14,14.0,0.10054004192352295,0.3307625490183733,1.1482112407684326,14.0,0.31929999589920044,1.0931957542896271,0.36041855812072754
15,15.0,0.10366004705429077,0.33147199391102306,1.1855998039245605,15.0,0.3222000002861023,1.1350691139698028,0.35703134536743164
16,16.0,0.10221999883651733,0.32606109277326234,1.1650922298431396,16.0,0.31300002336502075,1.1027472347021103,0.33580589294433594
17,17.0,0.09372001886367798,0.30261980498931845,1.1451187133789062,17.0,0.3086000084877014,1.0819428473711015,0.361156702041626
18,18.0,0.08314001560211182,0.28040585195531653,1.133812427520752,18.0,0.31130003929138184,1.1032968580722808,0.34244537353515625
19,19.0,0.0728600025177002,0.2613138772395192,1.118708610534668,19.0,0.3117000460624695,1.1167891591787338,0.3605027198791504
20,20.0,0.06562000513076782,0.24653543988052679,1.1411283016204834,20.0,0.31240004301071167,1.1245151609182358,0.37273192405700684
21,21.0,0.059440016746520996,0.23508825198728212,1.2113988399505615,21.0,0.31470000743865967,1.1420766413211823,0.37178516387939453
22,22.0,0.05572003126144409,0.22676971965298362,1.1967132091522217,22.0,0.31620001792907715,1.1640163689851761,0.34278345108032227
23,23.0,0.05358004570007324,0.22111170617293338,1.1969666481018066,23.0,0.3205000162124634,1.1905860006809235,0.34731578826904297
24,24.0,0.05322003364562988,0.21764671513620687,1.1739130020141602,24.0,0.3264999985694885,1.2308480262756347,0.3602254390716553
25,25.0,0.054300010204315186,0.21598398426965792,1.1436893939971924,25.0,0.3353000283241272,1.2966352462768556,0.34827232360839844
26,26.0,0.05566000938415527,0.216493586496431,1.1607182025909424,26.0,0.3328999876976013,1.2980992257595063,0.32604551315307617
27,27.0,0.05640000104904175,0.2140778947849663,1.1517512798309326,27.0,0.3222000002861023,1.2440070867538453,0.34539198875427246
28,28.0,0.05482000112533569,0.20825066615124138,1.1761600971221924,28.0,0.3230000138282776,1.2817264199256897,0.34235715866088867
29,29.0,0.05560004711151123,0.20607696808114342,1.1019484996795654,29.0,0.3199999928474426,1.2999431848526002,0.37272024154663086
30,30.0,0.05823999643325806,0.2073267868586949,1.1980907917022705,30.0,0.323199987411499,1.3431002259254456,0.3270597457885742
31,31.0,0.05924004316329956,0.20686950899508535,1.1778652667999268,31.0,0.3294000029563904,1.3914248824119568,0.34413647651672363
32,32.0,0.05976003408432007,0.2029923594423703,1.1526191234588623,32.0,0.32030004262924194,1.3642564594745636,0.3572256565093994
33,33.0,0.055200040340423584,0.19517633227669462,1.1387898921966553,33.0,0.3216000199317932,1.391089540719986,0.3390085697174072
34,34.0,0.050999999046325684,0.18548518480086812,1.1758182048797607,34.0,0.32750004529953003,1.4221907913684846,0.3456754684448242
35,35.0,0.045220017433166504,0.17292560614189323,1.168605089187622,35.0,0.32850003242492676,1.4098549485206604,0.33134984970092773
36,36.0,0.04116004705429077,0.16735290659933674,1.188066005706787,36.0,0.326200008392334,1.4210231959819795,0.3876214027404785
37,37.0,0.03798002004623413,0.15987273100383428,1.190002679824829,37.0,0.33480000495910645,1.4854600965976714,0.3669612407684326
38,38.0,0.03344005346298218,0.1532293155941428,1.1667706966400146,38.0,0.3515999913215637,1.6160619854927063,0.3482043743133545
39,39.0,0.03438001871109009,0.15399418482366872,1.1441731452941895,39.0,0.3433000445365906,1.5389218270778655,0.3447449207305908
40,40.0,0.03422003984451294,0.15132033330749492,1.164325475692749,40.0,0.34860002994537354,1.5697992444038391,0.33210277557373047
41,41.0,0.03518003225326538,0.14980129289383792,1.159912109375,41.0,0.34720003604888916,1.5902302145957947,0.3364086151123047
42,42.0,0.03638005256652832,0.1500878166027215,1.152782678604126,42.0,0.3410000205039978,1.5730726420879364,0.33761048316955566
43,43.0,0.0408400297164917,0.15351425050472728,1.1477718353271484,43.0,0.33079999685287476,1.535942941904068,0.3413989543914795
44,44.0,0.04514002799987793,0.15819202431914758,1.1704161167144775,44.0,0.3282000422477722,1.5356926262378692,0.3063957691192627
45,45.0,0.04614001512527466,0.1563518066339347,1.1734182834625244,45.0,0.3353000283241272,1.613306200504303,0.34628796577453613
46,46.0,0.04660004377365112,0.15538002497383527,1.1872832775115967,46.0,0.3377000093460083,1.6497295081615448,0.3533453941345215
47,47.0,0.0471000075340271,0.15716728119521725,1.1808030605316162,47.0,0.3319000005722046,1.5895440220832824,0.3331425189971924
48,48.0,0.04872000217437744,0.15869964317095522,1.190500259399414,48.0,0.32750004529953003,1.5678134202957152,0.35422682762145996
49,49.0,0.04967999458312988,0.15945088430022708,1.1570661067962646,49.0,0.3281000256538391,1.5844300448894502,0.3391742706298828
50,50.0,0.04676002264022827,0.15177954657345402,1.1650724411010742,50.0,0.33000004291534424,1.6344223976135255,0.3383138179779053
51,51.0,0.041400015354156494,0.14119952179643572,1.1502726078033447,51.0,0.33660000562667847,1.7057753682136536,0.33639955520629883
52,52.0,0.03582000732421875,0.13098353664485776,1.2294032573699951,52.0,0.33480000495910645,1.7019347906112672,0.3635435104370117
53,53.0,0.03136003017425537,0.1239152159921977,1.1662888526916504,53.0,0.33149999380111694,1.6697359740734101,0.35469579696655273
54,54.0,0.02836000919342041,0.11940522134608152,1.141195297241211,54.0,0.32990002632141113,1.6572003781795501,0.3360021114349365
55,55.0,0.027480006217956543,0.11713324380772454,1.119318962097168,55.0,0.3303999900817871,1.67124086022377,0.317277193069458
56,56.0,0.027640044689178467,0.11670148425868579,1.1554112434387207,56.0,0.3287000060081482,1.701929646730423,0.34888482093811035
57,57.0,0.02884000539779663,0.11742073449553275,1.1428196430206299,57.0,0.3336000442504883,1.7405392527580261,0.3165395259857178
58,58.0,0.03070002794265747,0.11934796462253648,1.1109704971313477,58.0,0.33430004119873047,1.787255722284317,0.3343536853790283
59,59.0,0.033460021018981934,0.12387783627729027,1.1662309169769287,59.0,0.3403000235557556,1.8375559151172638,0.36983442306518555
60,60.0,0.036160051822662354,0.1291399909829607,1.1714048385620117,60.0,0.34320002794265747,1.901663500070572,0.3468010425567627
61,61.0,0.039560019969940186,0.13197511160860256,1.162891149520874,61.0,0.3443000316619873,1.9237184286117555,0.3504490852355957
62,62.0,0.03949999809265137,0.1321155241101372,1.1972315311431885,62.0,0.3393000364303589,1.9427784502506256,0.33643269538879395
63,63.0,0.03812003135681152,0.12927874375362786,1.191282033920288,63.0,0.34220004081726074,1.973132699728012,0.35179853439331055
64,64.0,0.034800052642822266,0.12296839149630799,1.1676111221313477,64.0,0.3319000005722046,1.912724608182907,0.34277915954589844
65,65.0,0.0319400429725647,0.1148751650233658,1.1694550514221191,65.0,0.3354000449180603,1.910539549589157,0.3423340320587158
66,66.0,0.029579997062683105,0.1088853553697771,1.163681983947754,66.0,0.3343999981880188,1.9126424491405487,0.32937026023864746
67,67.0,0.028680026531219482,0.10710449049211278,1.1706461906433105,67.0,0.3328999876976013,1.9095134258270263,0.33399343490600586
68,68.0,0.02944004535675049,0.10841752212418586,1.2634859085083008,68.0,0.33420002460479736,1.9101436674594878,0.3550605773925781
69,69.0,0.03304004669189453,0.11763805341051549,1.1745734214782715,69.0,0.33410000801086426,1.9071383595466613,0.3525264263153076
70,70.0,0.03519999980926514,0.1231752168007043,1.1852290630340576,70.0,0.33900004625320435,1.9623189568519592,0.37691187858581543
71,71.0,0.028580009937286377,0.10662404546628193,1.1964759826660156,71.0,0.3368000388145447,1.919269859790802,0.36514925956726074
72,72.0,0.02204000949859619,0.09127201698720455,1.1909902095794678,72.0,0.33550000190734863,1.9311737298965455,0.34361982345581055
73,73.0,0.016160011291503906,0.0796739866158792,1.1461479663848877,73.0,0.33480000495910645,1.8990433394908905,0.33644986152648926
74,74.0,0.01232004165649414,0.07305639632502381,1.1729254722595215,74.0,0.3327000141143799,1.9045100808143616,0.426011323928833
75,75.0,0.009680032730102539,0.0682194787932902,1.1253023147583008,75.0,0.3338000178337097,1.9214528560638429,0.34946227073669434
76,76.0,0.007740020751953125,0.06459630444189723,1.1891834735870361,76.0,0.33420002460479736,1.9332311630249024,0.3535749912261963
77,77.0,0.006560027599334717,0.06196528642761464,1.1586031913757324,77.0,0.335099995136261,1.943432903289795,0.35518693923950195
78,78.0,0.005380034446716309,0.05957792805773871,1.1696875095367432,78.0,0.33469998836517334,1.9576903879642487,0.32964372634887695
79,79.0,0.004700005054473877,0.05746775903567976,1.1922955513000488,79.0,0.3339000344276428,1.9726382493972778,0.3455333709716797
80,80.0,0.003960013389587402,0.05575614764678235,1.1783215999603271,80.0,0.33410000801086426,1.9814370334148408,0.34266042709350586
81,81.0,0.003560006618499756,0.05437388590403965,1.1514410972595215,81.0,0.3354000449180603,1.9872886478900909,0.34224772453308105
82,82.0,0.0031800270080566406,0.0532030281515754,1.1549584865570068,82.0,0.33799999952316284,1.9977246642112731,0.3310837745666504
83,83.0,0.002780020236968994,0.05214534563069441,1.2284233570098877,83.0,0.34049999713897705,2.0145744681358337,0.38311219215393066
84,84.0,0.002660036087036133,0.05118959986281638,1.2167072296142578,84.0,0.34210002422332764,2.0356172740459444,0.3450491428375244
85,85.0,0.0025200247764587402,0.050344046661440205,1.1491334438323975,85.0,0.3427000045776367,2.0571931302547455,0.33899831771850586
86,86.0,0.002360045909881592,0.04952953885100326,1.1811649799346924,86.0,0.3425999879837036,2.0762641429901123,0.3437485694885254
87,87.0,0.0020800232887268066,0.04873775922674305,1.130014419555664,87.0,0.3443000316619873,2.091806191205978,0.3315906524658203
88,88.0,0.0019200444221496582,0.04796837593371771,1.1437783241271973,88.0,0.3449000120162964,2.1041160464286803,0.3193206787109375
89,89.0,0.001900017261505127,0.047249134249833166,1.14265775680542,89.0,0.34470003843307495,2.1136193573474884,0.3454732894897461
90,90.0,0.001880049705505371,0.04661412845004578,1.2182128429412842,90.0,0.3452000021934509,2.1212617576122286,0.36605334281921387
91,91.0,0.0019600391387939453,0.0461133479957982,1.1954874992370605,91.0,0.34470003843307495,2.1289437472820283,0.3356316089630127
92,92.0,0.001900017261505127,0.04576535441209467,1.1638953685760498,92.0,0.34390002489089966,2.1377758920192718,0.3372511863708496
93,93.0,0.002279996871948242,0.04561192394063181,1.128605842590332,93.0,0.3436000347137451,2.148155838251114,0.35529422760009766
94,94.0,0.0025600194931030273,0.045724368616178325,1.1540098190307617,94.0,0.34460002183914185,2.1608488261699677,0.322373628616333
95,95.0,0.003020048141479492,0.046194243738997956,1.1340482234954834,95.0,0.34549999237060547,2.176571637392044,0.3291289806365967
96,96.0,0.0040000081062316895,0.047251837518142194,1.1199276447296143,96.0,0.3451000452041626,2.1963236153125765,0.3252131938934326
97,97.0,0.0054399967193603516,0.04933436484817339,1.1443932056427002,97.0,0.3456000089645386,2.222617918252945,0.3491499423980713
98,98.0,0.007940053939819336,0.05317835353923087,1.1656301021575928,98.0,0.3468000292778015,2.2647748053073884,0.35152173042297363
99,99.0,0.012700021266937256,0.0605060700327158,1.2429802417755127,99.0,0.3465999960899353,2.348191612958908,0.37767457962036133
100,100.0,0.020700037479400635,0.0767212735527024,1.1861226558685303,100.0,0.34950000047683716,2.492914927005768,0.37534141540527344
101,101.0,0.03156000375747681,0.10402185975440911,1.1305088996887207,101.0,0.3522000312805176,2.5163675427436827,0.3339815139770508
102,102.0,0.030660033226013184,0.10470954260351706,1.1474695205688477,102.0,0.3449000120162964,2.4100717544555663,0.3242757320404053
103,103.0,0.02838003635406494,0.0990679892046111,1.1554124355316162,103.0,0.34700000286102295,2.37195280790329,0.3502342700958252
104,104.0,0.027820050716400146,0.09130016550877873,1.1326639652252197,104.0,0.35040003061294556,2.376073253154755,0.34140706062316895
105,105.0,0.025059998035430908,0.08527936341659147,1.1659204959869385,105.0,0.352400004863739,2.402252507209778,0.3604705333709717
106,106.0,0.02080005407333374,0.07647493470232097,1.1718025207519531,106.0,0.35610002279281616,2.441905879974365,0.33322811126708984
107,107.0,0.018280029296875,0.07299538732183222,1.1441214084625244,107.0,0.35409998893737793,2.4956647634506224,0.34938955307006836
108,108.0,0.017240047454833984,0.0706013950462244,1.149061679840088,108.0,0.3499000072479248,2.4600509881973265,0.33598899841308594
109,109.0,0.01596003770828247,0.0697318717685281,1.148970127105713,109.0,0.3507000207901001,2.4292624831199645,0.3431057929992676
110,110.0,0.013400018215179443,0.06231178521957933,1.1926989555358887,110.0,0.34850001335144043,2.4466498851776124,0.3784663677215576
111,111.0,0.012000024318695068,0.05920226138313206,1.1811182498931885,111.0,0.35030001401901245,2.4658733010292053,0.3553755283355713
112,112.0,0.011780023574829102,0.058865235320159366,1.1426827907562256,112.0,0.350100040435791,2.484118974208832,0.34610700607299805
113,113.0,0.01175999641418457,0.05860115754969266,1.189265251159668,113.0,0.35120004415512085,2.4884587645530702,0.34551000595092773
114,114.0,0.012460052967071533,0.0594903024445687,1.2163925170898438,114.0,0.3492000102996826,2.5081719279289247,0.3691232204437256
115,115.0,0.012760043144226074,0.06065706874491,1.221665859222412,115.0,0.3492000102996826,2.5430011987686156,0.35575199127197266
116,116.0,0.01446002721786499,0.06200591543195199,1.1500694751739502,116.0,0.3456000089645386,2.5625545978546143,0.3359079360961914
117,117.0,0.013760030269622803,0.06077086518765712,1.1324613094329834,117.0,0.3465999960899353,2.6341729044914244,0.32852983474731445
118,118.0,0.014500021934509277,0.06144895790410893,1.1252191066741943,118.0,0.3517000079154968,2.65427565574646,0.3434004783630371
119,119.0,0.015220046043395996,0.06180861687325701,1.126892328262329,119.0,0.34710001945495605,2.5832188367843627,0.3266174793243408
120,120.0,0.01548004150390625,0.06120419160139804,1.1211018562316895,120.0,0.3440999984741211,2.5643537521362303,0.3586161136627197
121,121.0,0.015020012855529785,0.05986356898686107,1.1627368927001953,121.0,0.34769999980926514,2.607595157623291,0.3517482280731201
122,122.0,0.014380037784576416,0.05857389730078225,1.1729328632354736,122.0,0.34299999475479126,2.5268766403198244,0.3409891128540039
123,123.0,0.014720022678375244,0.05633348635188779,1.1635444164276123,123.0,0.3409000039100647,2.5251462340354918,0.35964059829711914
124,124.0,0.012100040912628174,0.050883893721870015,1.1800873279571533,124.0,0.3400000333786011,2.540557527542114,0.34810614585876465
125,125.0,0.010440051555633545,0.04737718226578163,1.155078649520874,125.0,0.3410000205039978,2.5777538657188415,0.32802462577819824
126,126.0,0.010420024394989014,0.04699821996369532,1.1720011234283447,126.0,0.3410000205039978,2.5771796822547914,0.3458271026611328
127,127.0,0.010420024394989014,0.046551404596895586,1.168536901473999,127.0,0.3450000286102295,2.5716429710388184,0.32656240463256836
128,128.0,0.009380042552947998,0.045544088076876134,1.1765432357788086,128.0,0.3515000343322754,2.613328051567078,0.3354451656341553
129,129.0,0.008340001106262207,0.04199453104971623,1.1582162380218506,129.0,0.350600004196167,2.639297699928284,0.3460080623626709
130,130.0,0.008280038833618164,0.039930546675257535,1.2330265045166016,130.0,0.3460000157356262,2.612268602848053,0.34997057914733887
131,131.0,0.007660031318664551,0.03763043813939605,1.1793110370635986,131.0,0.3428000211715698,2.6201223850250246,0.350386381149292
132,132.0,0.006560027599334717,0.035344102229846984,1.1662452220916748,132.0,0.3433000445365906,2.6761179685592653,0.3560643196105957
133,133.0,0.006300032138824463,0.034803730986860335,1.1579909324645996,133.0,0.34400004148483276,2.7181931853294374,0.3410358428955078
134,134.0,0.006380021572113037,0.0350190437759976,1.1432695388793945,134.0,0.34390002489089966,2.719920027256012,0.3304305076599121
135,135.0,0.0067999958992004395,0.035604226383931785,1.153226613998413,135.0,0.34290003776550293,2.6971150994300843,0.350522518157959
136,136.0,0.007480025291442871,0.03667702219848122,1.177894115447998,136.0,0.3434000015258789,2.670041084289551,0.33723878860473633
137,137.0,0.007880032062530518,0.03748195697268357,1.1939830780029297,137.0,0.3433000445365906,2.664096236228943,0.35157275199890137
138,138.0,0.008280038833618164,0.037703685842606485,1.19278883934021,138.0,0.34310001134872437,2.666702699661255,0.3582150936126709
139,139.0,0.007720053195953369,0.038012696534623296,1.1327636241912842,139.0,0.34310001134872437,2.6776734471321104,0.3339273929595947
140,140.0,0.006920039653778076,0.03666302071390103,1.1700572967529297,140.0,0.34299999475479126,2.693443703651428,0.33264708518981934
141,141.0,0.006360054016113281,0.034735762533180566,1.1617023944854736,141.0,0.3410000205039978,2.7245816588401794,0.3413827419281006
142,142.0,0.005860030651092529,0.03418163911496498,1.204310417175293,142.0,0.34130001068115234,2.7321524739265444,0.3483707904815674
143,143.0,0.005920052528381348,0.03555639027332773,1.1847662925720215,143.0,0.34130001068115234,2.702608597278595,0.3561530113220215
144,144.0,0.004700005054473877,0.03259273314354371,1.1861395835876465,144.0,0.3458999991416931,2.7305365800857544,0.344482421875
145,145.0,0.0039400458335876465,0.030884397643789346,1.1862902641296387,145.0,0.3467000126838684,2.725616192817688,0.3756296634674072
146,146.0,0.0029399991035461426,0.026941580080180143,1.2277922630310059,146.0,0.3465999960899353,2.7387272477149964,0.3753938674926758
147,147.0,0.0027199983596801758,0.025761042664549788,1.1404898166656494,147.0,0.3447999954223633,2.7413207411766054,0.35908079147338867
148,148.0,0.0025800466537475586,0.024992543880884746,1.1167917251586914,148.0,0.3436000347137451,2.74730464220047,0.327467679977417
149,149.0,0.002440035343170166,0.024616261687585895,1.1261968612670898,149.0,0.3456000089645386,2.755890738964081,0.3470115661621094
150,150.0,0.0017200112342834473,0.023403976606775304,1.1681926250457764,150.0,0.3465999960899353,2.7696117758750916,0.3811638355255127
